course_number|course_subject|course_name|course_desc|course_link
623|MSCA|Seminar in Financial Theory and Corporate Policy|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
624|MSCA|Seminar in Mergers, Restructuring, and Corporate Control|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
625|MSCA|Seminar in Options and Futures|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
632|MSCA|Seminar in Special Topics in Finance|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
699|MSCA|Research Thesis (21 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/finance-msc.html
626|GIIM|Organizational Behaviour (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mim.html
637|GIIM|Strategic Management (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mim.html
655|GIIM|Socially Responsible and Sustainable Investment (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mim.html
695|GIIM|Special Topics in Investment Management (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mim.html
641|MSCA|Seminar in Staffing and Career Management| This seminar provides an overview of theory, research, and applications in the fields of staffing and career management. We discuss the processes of getting job applicants into organizations and of retaining them and moving them through the ranks once they are there. Specific topics to be explored include organizational context and staffing strategy, legal issues, internal and external recruitment processes, selection methods, promotions and employee training. Emphasis is placed on scholarly reviews of the evidence, analysis of primary research articles, and the application of science-based practice to the processes of staffing and career management.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
646|MSCA|Seminar in Leadership| This course adopts the interactional framework of leadership, which considers that the leadership process is a function of three components: the leader, the followers, and the context. The course is structured to cover classic and emergent theories that address each of these components; though most theories focus on one of these three components, they also inform the other components in the model, either implicitly or explicitly. Implications for the practice of leadership are addressed through class discussions. An effort is made to ensure that students do not adopt a myopic view of leadership. Rather, different perspectives on the process of leadership are presented, that make radically different assumptions. Students are therefore required to identify these assumptions and develop well-articulated arguments that either support or refute these assumptions in order to develop a sophisticated view of leadership. Note: Students who have received credit for this topic under a MSCA 652 number may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
652|MSCA|Seminar in Special Topics in Management|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
654|MSCA|Seminar in Consulting (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
662|MSCA|Seminar in Qualitative Research 1|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
663|MSCA|Seminar in Consumer Research Methods 2|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
665|MSCA|Seminar in Marketing Communications|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
667|MSCA|Seminar in Consumer Psychology and Decision Making 3|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
668|MSCA|Seminar in Innovation and Marketing|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
669|MSCA|Seminar in Pricing Management 4|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
672|MSCA|Seminar in Special Topics in Marketing *|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
673|MSCA|Seminar in Segmentation and Positioning in Marketing 6|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
674|MSCA|Seminar in Meaning and Management of Brands 7|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
675|MSCA|Seminar in Retailing 8|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
640|MBA|On Ramp (0 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
641|MBA|Responsible Manager (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
645|MBA|Economics for Organizational Decision Making (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
650|MBA|Crafting and Implementing Successful Strategies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
643|MBA|Managerial analytics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
655|MBA|International Case Competition Organizer (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
656|MBA|International Case Competition – Executive Assistant, Special Projects (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
657|MBA|International Case Competition – Executive Assistant (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
658|MBA|Case Competition Organizer (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
660|MBA|Small Business Consulting Bureau (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
695|MBA|Seminar in Special Topics (*) (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
681|MSCM|Advanced Modelling and Optimization|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
682|MSCM|Sourcing and Global Logistics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
683|MSCM|Supply Chain Design and Coordination|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
684|MSCM|Demand Management|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
685|MSCM|Supply Chain Risk Management|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
689|MSCM|Applied Research Project|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
591|GDBA|Special Topics in Finance|Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
592|GDBA|Special Topics in Management|Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
593|GDBA|Special Topics in Marketing|Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
594|GDBA|Special Topics in Supply Chain and Business Technology Management|Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
541|GDBA|Business Law (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
601|ACCO|Tutorial in Financial Reporting: Comprehensive Applications (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
602|ACCO|Tutorial in Business Advisory Services (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
604|ACCO|Tutorial in Assurance and Professional Practice (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
605|ACCO|Tutorial in Taxation and Decision Making (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
606|ACCO|Tutorial in Performance Management (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
607|ACCO|Tutorial in Financial Strategies and Decisions (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
608|ACCO|Tutorial in Capstone I Seminar (2 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
609|ACCO|Tutorial in Capstone II Examination Preparation (4 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/acco.html
800-819|INDI|Doctoral Level Studies (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/jmsb/gcqbs.html
820-839|INDI|Doctoral Level Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
840-884|INDI|Doctoral Level Studies (variable credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
885|INDI|Doctoral Comprehensive Examination (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
886|INDI|Special Topics (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
887|INDI|Doctoral Thesis Proposal (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
890|INDI|Doctoral Research and Thesis (66 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
898|INDI|Doctoral Directed Research Course (variable credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
899|INDI|International Doctoral Level Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
600-619|INDI|Master’s Level Studies (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-phd.html
620-639|INDI|Master’s Level Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-ma-msc.html
640-684|INDI|Master’s Level Studies (variable credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-ma-msc.html
687|INDI|Master’s Thesis Proposal (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-ma-msc.html
690|INDI|Master’s Research and Thesis (24 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-ma-msc.html
698|INDI|Master’s Directed Research Course (variable credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/sgs/indi-ma-msc.html
601|UNIT|Teaching and Learning in Higher Education (3 credits)|No Description|https://www.concordia.ca/sgs/programs/university-teaching.html
602|UNIT|Development of a University Course (3 credits)|No Description|https://www.concordia.ca/sgs/programs/university-teaching.html
603|UNIT|Internship in University Teaching (6 credits)|No Description|https://www.concordia.ca/sgs/programs/university-teaching.html
